"transaction_date","contractor","transaction_id","title","amount","account_name"
"2023-12-11","Kroger","59be33e4-c642-4afc-b9c9-d04b405f4378","Ok blood dog report thousand.","-362.67","My account"
"2023-12-11","Spotify","96dab124-c9bf-48b4-8a6c-8350f401fa58","Quickly care really across own.","-49.17","Our account"
"2023-12-12","Amazon Prime","c68ca524-0f29-4875-9248-0d2766e34400","Necessary yourself truth picture Republican mind.","-43.60","My account"
"2023-12-12","My Company","89eb9e9e-0975-4142-a05f-58473b3e769f","Dark certain reality win class.","30775.03","My account"
"2023-12-12","LinkedIn Learning","57a7fced-3c6a-4545-8d2d-a191479a5ef0","Range material case between decide big.","-529.85","My account"
"2023-12-14","Target","214812e9-d423-4b74-b334-4b6175e05a02","Else later more might me gun however.","-405.09","Our account"
"2023-12-14","Walmart","b696f2f2-2887-46a8-8d33-f05c56bdf6fc","Allow dream similar program.","-209.33","Our account"
"2023-12-14","Publix","71139c57-9f08-49cb-ba9a-b577717befd9","Compare environment treat.","-290.17","My account"
"2023-12-16","CVS Pharmacy","149b4872-a471-49ca-b428-e926d2a02f87","Ground garden teacher Mr road key.","-373.65","My account"
"2023-12-16","Udemy","9424af64-e8f4-4b78-96e4-4f878196ba3d","Point well course thing fact six.","-381.17","My account"
"2023-12-16","Bank of Rome","9721bbb3-8d8d-4c13-8ddc-63992760038b","Institution real me class study lawyer.","-612.94","My account"
"2023-12-16","Whole Foods","ece6eeab-fc21-4dec-a675-3c9bbb0a0a63","Local believe well.","-112.26","Our account"
"2023-12-16","Wayfair","c57111c7-ebe2-457d-b549-37fb126a27b4","Always pretty keep race event.","-820.75","My account"
"2023-12-17","Bank of Rome","09cc9550-1753-4ce1-a4eb-c441fd7fe3d2","Activity teacher act sort.","-1286.49","Our account"
"2023-12-17","Walgreens Boots Alliance","c569529e-7812-4f59-b0dc-1e31e64446d7","Why or seem church.","-214.27","Our account"
"2023-12-17","Chipotle","a43f0412-25df-42ec-89b4-ce9c5788ddb9","Morning manager check though yet design.","-98.25","My account"
"2023-12-18","Bank of Rome","08b57dca-85dd-4673-9139-b7355432dd55","Available defense type decide opportunity them.","-976.49","My account"
"2023-12-18","Bank of Rome","41b44b94-cf3c-4f92-a8b4-d28c66c09c1e","Every claim step week thing.","-887.60","My account"
"2023-12-19","PlayStation Store","2bd0091a-05e8-4fe9-9d2a-03060aa8cfc4","Forget two you. Race easy even hold town.","-782.28","Our account"
"2023-12-20","Walmart","4540e54f-6c46-41df-a477-9a57b9b6f605","Company movement paper.","-171.95","My account"
"2023-12-20","Costco","94ee97e6-da0e-419f-a1b4-522a9b74bfff","Exactly peace between production since notice.","-415.36","Our account"
"2023-12-20","PlayStation Store","1e85f3e6-4f7c-4e80-9115-2032812a1b2e","Walk strong campaign bar partner.","-732.26","Our account"
"2023-12-20","PlayStation Store","7b860958-35aa-445b-8ced-ecac5e0fcca4","Or grow different return take.","-519.52","My account"
"2023-12-21","Bank of Rome","c3eb4459-79ac-462b-bf8d-6e7f184ff3cb","Information understand behind international they.","-980.72","My account"
"2023-12-21","LinkedIn Learning","37164c4f-3ccf-4db0-807b-c80528208ec1","Company them benefit better defense.","-617.09","Our account"
"2023-12-21","Target","5bab5518-c517-44a3-ba55-6574bdcd309e","Four author school growth decision leave.","-260.34","My account"
"2023-12-23","Chipotle","d87796f4-d517-4dbc-af8c-67a14220cb7e","Ten must until book teacher PM.","-43.21","Our account"
"2023-12-23","Target","95ee86ab-8b86-4464-badc-3b5ed14f3be8","Agent my major possible.","-11.73","My account"
"2023-12-23","Bank of Rome","a46f4d61-eaf7-4f81-ba78-61176446b793","Join process better finally. Spend sea sing grow.","-869.49","My account"
"2023-12-24","Bank of Rome","b88366ef-79ab-49fa-8511-892cba846bbc","Evening teach you camera my.","-852.46","My account"
"2023-12-24","LinkedIn Learning","3a1d9661-2019-4e4f-b845-80fa0e9eff9a","Down form politics peace little north.","-783.17","Our account"
"2023-12-24","Chipotle","14962933-003a-445d-92b5-97d4eb5f0401","Former believe begin win court level east.","-81.13","My account"
"2023-12-24","Home Depot","56d6523b-2aaf-459d-b9f5-f1c2b7db8c02","Share hotel indicate.","-879.13","Our account"
"2023-12-24","Publix","b35101db-32d5-468c-a2f2-16b9ff1441f0","Interview sister let hair force learn.","-107.93","My account"
"2023-12-25","Walgreens","97ad50cb-0c4b-4f85-a39d-634898d12ee7","Student have key course dog floor.","-282.66","Our account"
"2023-12-25","AMC Theatres","4ef5556e-6d29-42e0-9a5d-be6de1a338c9","Production generation major know hour discuss.","-415.20","My account"
"2023-12-25","Coursera","52b4c4a2-06b5-4436-bdab-c58ee3e72214","Especially serious save seem south.","-764.49","Our account"
"2023-12-25","Rite Aid","9293980b-7c27-45fd-b99e-72c4ba765903","Town and wrong lose opportunity mind local.","-116.68","My account"
"2023-12-25","Whole Foods","db3c9194-b861-4967-aa86-ce943f1ec6e9","Bit really mission.","-302.64","Our account"
"2023-12-26","Bank of Rome","57cc32a0-2312-4f4f-bf5c-5a36c8fc62d6","Stay yes seem mention evidence.","-827.70","Our account"
"2023-12-27","PlayStation Store","f96ca98e-f853-4734-9076-22a7c0b170f5","Everything former sense owner study some page.","-1045.98","Our account"
"2023-12-27","Amazon Prime","15859943-f22f-4b0b-adaa-0409940a2ae4","Station this value education cultural create.","-34.76","My account"
"2023-12-27","Kroger","922802f8-c8ba-47f1-9a50-24a09557f240","Shake say board pull talk agree.","-42.43","Our account"
"2023-12-27","Taco Bell","594c3091-e229-494c-98a1-c6a6bba57ff5","Floor certain seat tree both go.","-62.29","Our account"
"2023-12-28","YouTube Premium","0960fc41-97bf-44e7-85b0-9c3ccf914120","Believe again total may answer which.","-41.41","My account"
"2023-12-28","Kroger","18d8de19-416f-46bb-9e54-dc3c08cb1834","Discussion glass provide. Star develop tend huge.","-178.74","My account"
"2023-12-28","Publix","af2261ff-da1b-4e15-9c9b-593c3038af6b","Even study sell explain.","-137.01","My account"
"2023-12-28","Walmart","cbd9449b-b63c-493e-a626-b14af595ca8a","Home away three too turn quickly.","-83.89","Our account"
"2023-12-28","Coursera","bc4e299b-35ba-497a-91e1-c203596e4932","Score dark serve end risk.","-440.22","Our account"
"2023-12-29","Bank of Rome","eea08a06-c345-4b3a-8c56-697ab1ef8b5e","Around down step in.","-910.67","My account"
"2023-12-30","Bank of Rome","bf1d6bdb-9215-4086-b5e3-abbd2b52542b","Away behavior example turn painting.","-773.20","Our account"
"2023-12-30","Aldi","cb3c8c69-578e-4600-beff-cde6e5af4bc1","Four so serious amount discover work common.","-264.93","Our account"
"2023-12-31","Lowe's","1c1e9c87-83b8-4dc6-9dc9-e6ccd02ce782","Focus trouble western.","-411.96","My account"
"2024-01-01","HBO Max","dbd8ea30-e992-4965-baea-bdf8b03f98a8","To study piece ability go occur practice.","-72.79","My account"
"2024-01-01","Bank of Rome","3651292d-887d-4088-b9b5-770709fd722f","Marriage left month fall push base.","-998.77","My account"
"2024-01-02","Udemy","412fa7d0-e378-4a4f-93fc-a42fa4ca8002","Through reality bed institution.","-835.29","Our account"
"2024-01-02","Kroger","4646184b-e80f-47f3-8e05-cd2548f0f70d","Add range born speech.","-412.18","My account"
"2024-01-02","Bank of Rome","ae445cea-82b8-475c-948d-2599b364243b","Us suggest must get mission policy.","-989.29","Our account"
"2024-01-02","AMC Theatres","190f836b-f450-464e-9ea9-69524a429220","Everything heart current myself.","-915.19","My account"
"2024-01-02","Bank of Rome","58c88ed5-d46c-4082-b84c-41bb4655d2bb","Talk activity candidate society our.","-839.35","My account"
"2024-01-03","Target","4e1275a9-55d1-4032-a5b4-b8def3447a63","Truth campaign here within.","-470.30","My account"
"2024-01-03","Kroger","f2ce577e-df41-4f3a-b33b-650e3edcf207","Coach news church.","-362.34","Our account"
"2024-01-03","Costco","aa515d3c-3d3c-4969-b2a0-c005694e3ed5","Amount western key offer including close.","-307.60","My account"
"2024-01-03","AMC Theatres","44c0e2e4-718f-49ff-b4eb-8cff781e92ee","See activity ever amount account.","-391.96","My account"
"2024-01-04","McDonald's","79bc92eb-c001-46d1-810e-c84d700e80ac","Difficult all issue there government.","-55.38","Our account"
"2024-01-04","Bank of Rome","cc5f51da-d99e-4e50-86be-c1795993976e","Thought police example business maybe across now.","-1069.02","Our account"
"2024-01-04","Coursera","2fd00758-c1d6-4c98-a145-84b72d198019","Soon stuff push fire.","-461.21","My account"
"2024-01-05","AMC Theatres","77ef3174-669a-4df8-81f3-e954f97a2a51","Like once weight.","-186.94","My account"
"2024-01-05","Trader Joe's","a2e2d50e-28d5-4ddb-8fa2-3c47a21b27ef","White space position theory late second success.","-131.32","Our account"
"2024-01-05","Udemy","7b704baa-8695-4a68-ad63-6fb70d2161f9","Might safe main center.","-287.27","My account"
"2024-01-06","T-Mobile","21a80ba7-e082-4ba6-a654-58d5022308bd","Number speak resource join.","-472.06","Our account"
"2024-01-07","Lowe's","eaa0150f-ca48-45e9-9674-81f09afc4922","Huge woman table gun special.","-95.30","My account"
"2024-01-07","Costco","b6dac4a1-e6c9-4848-9dd6-e5a9cb4fb231","Describe audience accept American case.","-422.50","Our account"
"2024-01-07","Whole Foods","a955d8fd-5328-46e6-9eef-a9545849c324","Himself rather want read get wide.","-53.27","Our account"
"2024-01-08","AMC Theatres","f83b7ae6-6b73-4bef-8d7c-a9f7046dc812","Security change dinner art student stay.","-299.74","Our account"
"2024-01-08","Costco","203901fb-a42c-47cb-b097-70d7958ef1a8","May far born seven condition want charge.","-104.55","Our account"
"2024-01-08","Target","612eed7d-a3e8-4be3-9d66-00e6b100a6ef","Who them though culture young song old.","-137.22","Our account"
"2024-01-08","Bank of Rome","b062d236-1770-44e4-8b39-e527daf93178","Art most return read successful treatment treat.","-823.68","My account"
"2024-01-08","Taco Bell","3beda6d3-5fc7-40f8-95ee-4c3ef946f4d9","Similar bed ask relationship weight.","-67.94","My account"
"2024-01-10","Wayfair","1d90cf50-7357-40d0-9d51-cd6f47cb5cc4","Certainly assume mind both watch those wife old.","-781.70","My account"
"2024-01-10","Bank of Rome","42b3b194-4b51-406d-a3e0-fec4efb37260","Identify movie rock.","-664.33","My account"
"2024-01-10","Disney+","a2f8a4c2-d706-4fae-8317-c3c74865886b","Offer coach from huge unit process.","-42.60","Our account"
"2024-01-10","McDonald's","12e13cbc-770c-41c8-9666-06fdb59802a2","Discuss significant full physical necessary.","-82.30","Our account"
"2024-01-10","Costco","68f40d79-b6b5-4143-9f33-03c8bb2fe126","So computer manager window ready.","-266.59","My account"
"2024-01-11","PlayStation Store","ca0afb7c-f2d0-4fad-b41c-5f045f0c8be3","Any TV computer deep but evidence American.","-782.03","Our account"
"2024-01-11","LinkedIn Learning","db2e8eb8-3b66-4da6-8bd9-60e505185c89","Guess central mean day enter social.","-628.87","Our account"
"2024-01-11","Apple Music","fb0d2c32-bd85-416d-b327-2dd8c9465d77","Rock number consider the indicate executive.","-64.31","My account"
"2024-01-11","HBO Max","d974c61c-0b73-48e5-b8c2-4cfc57d0bb7c","Second career I side somebody soldier.","-66.87","My account"
"2024-01-11","My Company","ddce29c8-9e48-4c40-9fa3-90b0a60ed43e","Resource happen city include degree into.","29027.73","Our account"
"2024-01-12","My Company","3a50a8f9-c2e8-4f99-9832-89b0fbc83310","Almost girl sort ago range later which.","28542.07","My account"
"2024-01-12","Hulu","dc3fe72d-bcee-4c7f-b463-a1cc57aa18a3","Court enter customer agent accept reason.","-39.42","My account"
"2024-01-13","My Company","1f1e2ef8-283d-4017-8cdb-02ef4843e271","Imagine response and pass age article.","31158.30","Our account"
"2024-01-13","Home Depot","d5672ec9-408f-4252-984a-0321e7a8a1b7","Beyond shake red record bank discover.","-799.07","Our account"
"2024-01-13","Trader Joe's","1f971da0-9719-4694-9bde-c91ff62a81e6","Production student may happen.","-46.69","Our account"
"2024-01-13","Kaiser Permanente","9ffcaf95-1366-49a6-b384-c39dba402029","But style point machine run American.","-17.22","Our account"
"2024-01-15","Lowe's","a3d69ba0-0125-4f89-8d97-175235c85de3","Group billion close American election reach.","-152.91","My account"
"2024-01-15","Verizon","ca496e5c-a87c-451b-9c68-84bacd6725f5","Pattern single course play onto she.","-463.79","My account"
"2024-01-15","Bank of Rome","09a3bfae-aa1c-4872-a5b4-a58f06ed9606","Writer study probably it order notice.","-1370.62","My account"
"2024-01-15","Bank of Rome","de3a30c0-48c9-4783-b657-72a5cd725280","Describe decide particular.","-903.23","Our account"
"2024-01-15","Lowe's","7f58a289-81ef-44f3-9c72-647ea946bca3","Card whose list reduce quickly nor.","-203.15","Our account"
"2024-01-15","LinkedIn Learning","9065aa30-ab88-46f1-adac-a8fcd8dceb25","Important there speech conference.","-556.70","My account"
"2024-01-16","AMC Theatres","496cf8f6-a058-45a6-958d-c7dd2680fd51","Reduce those last owner sell.","-707.61","My account"
"2024-01-16","Udemy","029b73c4-cfb7-47e4-9caf-c217b73aaa82","Let quickly part reduce big drug.","-430.31","Our account"
"2024-01-16","Walmart","0c2cc111-d49c-4eb6-af64-b6d20583b735","Among nearly worker civil them where.","-398.62","My account"
"2024-01-16","GameStop","15b346f5-917a-4a32-9ba7-afec7ed37109","Process at least item study.","-377.20","Our account"
"2024-01-17","Chipotle","69f75430-b040-4dde-9d41-575a6ef2de52","Itself both yeah compare defense.","-80.85","My account"
"2024-01-17","Aldi","e5b8b6ff-76e0-43d8-994c-79be983f7f40","So clear black ago happy.","-217.08","My account"
"2024-01-17","PlayStation Store","15f53cd0-7fc2-45ef-b544-621b135f0d6a","Everything then few hand information hour.","-1550.78","Our account"
"2024-01-18","PlayStation Store","12c8c262-be1d-4edf-814c-9a67d4358719","Cold customer change standard guy star every.","-349.36","Our account"
"2024-01-18","Wayfair","3d626c59-4a3f-4a0b-9e9a-98ff704f0f61","Professor away child all. Third off house.","-803.03","My account"
"2024-01-18","Safeway","7e4555b7-c784-46aa-a573-5e9a077ec7ae","Bed yet life.","-174.75","Our account"
"2024-01-19","Costco","87fadce9-34af-4167-817c-4e06a987fe8d","Approach forget film need fly.","-445.90","My account"
"2024-01-19","Publix","f58b8add-6cef-4f7d-841c-7d9a043fd440","Sometimes Congress hair.","-249.89","Our account"
"2024-01-20","Whole Foods","e2ef28ad-e30a-47a7-9ccc-5ed90eb5d3e5","Interesting interest push project.","-189.73","My account"
"2024-01-20","Lowe's","11a9d3d6-1de3-47e2-ba32-2d596f3a113e","Pattern make out degree camera.","-128.68","My account"
"2024-01-20","Bank of Rome","e6f9193f-cdd5-498d-af65-adfe02c8f131","Ago continue call.","-1341.82","My account"
"2024-01-21","PlayStation Store","d0eb505b-ff3b-4142-83bf-97bebe0d340b","Appear court such baby. Voice yet a.","-80.11","My account"
"2024-01-21","Bed Bath & Beyond","52024dee-bdff-44a8-887c-78aaac276ecc","This top industry simply rich sit.","-598.59","Our account"
"2024-01-21","Kroger","5ec777f2-714c-4552-9d32-56cc270fab50","State why sport whether move team.","-200.74","Our account"
"2024-01-21","YouTube Premium","1f244336-d0cb-449b-a6fb-f4bbead00a4f","Control former than into certainly reality.","-46.25","Our account"
"2024-01-21","Target","2894210b-d3a0-4ff3-be97-74248527423d","Any PM task understand commercial then bill.","-157.18","Our account"
"2024-01-21","McDonald's","b944eb9f-61e9-48d3-bf80-a7c180032f71","Society study always bank.","-77.54","My account"
"2024-01-22","Publix","8bcece55-db67-4677-92bb-27267ff68e83","East card with finish hold.","-289.37","Our account"
"2024-01-22","Hulu","7e352c77-f3d0-4a1e-87db-5a9c409732c3","Letter road involve goal main.","-65.51","My account"
"2024-01-22","Aldi","75137146-bfb2-414b-96f3-eb9c017877ef","Republican debate lead challenge no war minute.","-432.05","Our account"
"2024-01-22","Kroger","ff04404d-0051-4a75-b5ef-b93a562f76dd","Close threat former present significant.","-106.93","My account"
"2024-01-22","AT&T","52773411-8dfe-426d-9d1e-1cb207318edc","Wind film hope store experience relationship.","-497.57","My account"
"2024-01-22","Bed Bath & Beyond","e391fbd7-3876-4172-b040-b9275ffdd90f","Me this investment theory approach various.","-821.55","Our account"
"2024-01-22","Chipotle","c01f02d8-6132-4936-b79f-a42e3f597bcc","Message take popular action true year.","-37.72","Our account"
"2024-01-22","Walmart","b09929cf-e228-4292-b156-d27413b30c99","Sister color wind. Somebody along north since.","-363.69","My account"
"2024-01-22","Coursera","2d2761da-0157-4ed6-81da-b0a2a268a82e","Year brother enough.","-419.74","Our account"
"2024-01-23","Kroger","5ece9213-3d37-42af-af91-3c0203563c4e","Development certainly Mr mission leave under.","-215.17","My account"
"2024-01-23","Kroger","0bcbd1bd-e4f8-4fe6-bb0a-ed063f51a851","Environmental daughter through meeting ability.","-470.82","My account"
"2024-01-24","AT&T","754f32a3-ab19-49e2-93b6-5a06ad725950","Majority probably budget response.","-543.63","My account"
"2024-01-24","Udemy","dba2be52-beb2-46c9-94c5-25572d703d2d","Reflect into paper out no language week at.","-296.17","My account"
"2024-01-24","Coursera","9a68fec5-a171-45be-986e-79cefcaa4557","Understand fact four they become.","-385.35","My account"
"2024-01-24","Udemy","df01492d-3549-4ed2-b4e4-2827de32d9e1","Important fire long consumer character mind.","-577.30","Our account"
"2024-01-25","My Company","e4744897-2904-4b04-ac6a-3093b22642e6","Drug rule guy discuss child produce point.","30620.86","My account"
"2024-01-25","Wayfair","dd8ae930-2b53-4864-8455-7eb87245884e","View only dream film. Experience agreement thus.","-1121.02","Our account"
"2024-01-25","Rite Aid","67160bda-b060-4b5d-bbe7-e444711fbfcf","Make style lot cold street effort modern.","-249.33","My account"
"2024-01-27","Coursera","ee2efcc3-a733-45ba-8f57-7033afb7c3a5","Others color through.","-1060.34","My account"
"2024-01-27","Amazon Prime","8d45cc7e-fea5-4d10-90a8-5cf318a9a70e","Thought what too school whether although lot.","-65.20","Our account"
"2024-01-27","Bank of Rome","f532a802-35e2-4485-ad8f-212a8866f22c","The score civil this.","-973.72","Our account"
"2024-01-27","Hulu","b3775944-a934-4187-8bd0-0c45a647a2b0","Amount operation it development cover.","-68.53","My account"
"2024-01-28","T-Mobile","502871cc-c591-494c-aa8a-d54f831ba5a5","Keep decide car.","-540.81","Our account"
"2024-01-28","Bank of Rome","d8513886-ddc9-43a5-8a99-0f58835b0e62","National occur use hundred garden hospital.","-974.26","Our account"
"2024-01-29","CVS Pharmacy","4bef2770-3f59-42c9-8afd-07efcf41da85","Administration so girl suffer add.","-45.96","Our account"
"2024-01-30","Kaiser Permanente","c3047f04-6b85-4f72-985e-95b371a84066","Fight Mr teacher amount create.","-223.34","My account"
"2024-01-30","PlayStation Store","b82d19b8-f7ee-494d-9789-75e5c6235546","Tax lead best week.","-480.16","Our account"
"2024-01-30","Coursera","be38d1a1-95dd-4aee-b23b-089612dcdf0c","Gas small majority. Dark decision available so.","-362.90","My account"
"2024-01-31","Trader Joe's","ee0c5137-96fc-44d0-87fb-979234614136","Argue century democratic father author husband.","-209.91","Our account"
"2024-02-01","Trader Joe's","aac2f8b2-342c-4b7f-8892-c73c7d86b62f","Democrat catch former develop.","-9.03","Our account"
"2024-02-01","Spotify","18493984-d4a2-4735-ad41-f67578336690","Picture skin reveal form hospital build.","-48.21","My account"
"2024-02-01","Wayfair","9157ea33-999f-41cb-b3b3-9a160644b89b","Heavy respond pressure baby. Over do per.","-603.25","Our account"
"2024-02-02","Bank of Rome","380cef20-bc65-47da-b6e4-e686f0a02f99","Eye idea say one say letter move right.","-1125.68","My account"
"2024-02-02","Walgreens Boots Alliance","96215b7b-2bb9-4a05-a725-8a8e90454e7c","Entire inside issue show street how.","-129.00","My account"
"2024-02-02","Trader Joe's","83092024-b1cd-4098-9c62-2e3f221e68d6","Fast behavior quickly democratic.","-384.19","My account"
"2024-02-02","GameStop","1dc9cfc0-2f53-4d5a-abeb-8bd11b0a1f0b","Charge accept alone choose.","-66.96","My account"
"2024-02-03","Target","2ee30ab0-26cd-475a-91df-4a9149fc3c5e","During fish book help eat science least.","-45.05","Our account"
"2024-02-03","Walmart","e6aaa16d-f99e-4338-9d1c-a7c0c7fa031b","Yes move pass kind.","-0.45","My account"
"2024-02-04","Verizon","ec2ad95c-dc97-4734-b14c-a05d3eacd2b8","Soldier scene enter.","-494.10","My account"
"2024-02-04","IKEA","1aaa7238-c2d8-4d74-b30c-aa228d168568","Serve security name option ago.","-671.53","Our account"
"2024-02-05","McDonald's","8241443b-4794-487f-a11f-59df71da898f","Fish your event quickly drive rich.","-44.92","My account"
"2024-02-05","Subway","06005660-37c1-4189-8eaf-987075cb34d8","Example message significant.","-91.49","My account"
"2024-02-05","GameStop","b043fdb7-0d2e-41e6-9606-5926812094a2","Nearly thank want church maintain.","-224.11","Our account"
"2024-02-05","Trader Joe's","4e9f9548-1772-41bf-95bd-9b98e8406f83","Whole low possible several store budget increase.","-423.22","Our account"
"2024-02-06","PlayStation Store","ed09865d-65cd-47a3-9059-7acfd56b0091","Street hit work.","-467.20","My account"
"2024-02-07","Publix","b74f8499-f750-4693-a52b-6de438e36696","Compare then other save rock ten.","-31.29","Our account"
"2024-02-07","Whole Foods","9b37bcb6-7e73-47e3-a2e2-c4572a940906","Hot lose assume first who white.","-185.62","Our account"
"2024-02-08","Aldi","7d20570b-185f-4275-81f8-180e0215e1af","Evening factor catch field wide.","-259.62","My account"
"2024-02-09","Bank of Rome","b4d953ab-5fd1-4ec5-96e2-d27423f5a824","Economy institution seem involve practice son.","-893.08","My account"
"2024-02-09","CVS Pharmacy","04a597d3-b050-45af-8f4a-a566a1e30caa","Ball century leave answer face.","-160.86","My account"
"2024-02-09","Whole Foods","be13d9a2-cd46-41d8-b6d2-8d4f53326873","Other nature candidate what tax pay billion.","-278.04","My account"
"2024-02-10","Costco","ff032043-fb9c-4a21-b632-552ca5c9f6a8","Wife game world eat see everyone someone.","-113.38","My account"
"2024-02-10","Trader Joe's","2f3425a2-3a60-4564-b2ea-6b0744a8cb99","Prepare almost industry management within chair.","-171.88","Our account"
"2024-02-10","Trader Joe's","f8bfd727-f47a-4abf-88c5-fd4e0d758da6","Always month five book she.","-67.45","Our account"
"2024-02-10","Chipotle","3dc2c815-6f45-4d45-bc12-a2bf77724d70","In kid production first story design.","-50.02","My account"
"2024-02-10","Udemy","904a829c-7fec-4d15-9765-0c9039f2f111","Education at much anyone write.","-400.03","My account"
"2024-02-10","Home Depot","7df185b1-7e90-40db-ae81-5a0076662de9","Admit third vote never nearly.","-1135.14","My account"
"2024-02-10","Kroger","3174cd89-6f5a-4b8c-99a7-ad8a28ce3840","After help decade Democrat employee.","-234.49","Our account"
"2024-02-11","Trader Joe's","64728c26-efb2-47d0-b719-eefcb6221cc4","Serious yourself chance top sell.","-15.78","Our account"
"2024-02-11","Whole Foods","42650ceb-6f68-458e-a9f7-0df2e8ffbb4c","Kind Mrs movement if. Care operation hard son.","-83.56","My account"
"2024-02-12","Costco","b4ab62be-b705-4f4c-af8a-ce0b9035674a","Decision turn door church concern majority.","-102.20","Our account"
"2024-02-12","McDonald's","a10eeda2-5041-4f6d-8445-4c02a13dbd47","Space recently big should five allow.","-63.33","Our account"
"2024-02-12","Netflix","88b2ac2f-8a18-44c9-8b43-ddbf5351b530","Old involve case.","-45.78","My account"
"2024-02-12","Subway","b2fe6e80-b613-44b9-8637-a68fe04b4673","Now thus yourself life collection father little.","-40.37","Our account"
"2024-02-13","Target","65a2f734-d32d-4a66-8ad1-58873673fbab","Republican economic lay. As impact nothing let.","-435.77","My account"
"2024-02-14","Subway","e7df7f2d-2b2e-4cdf-a744-9a8e376d2959","Special this degree leave guy glass however.","-67.42","My account"
"2024-02-15","McDonald's","2b42df0f-8bcf-426a-8d02-470ecb9c0258","Station week artist ago white.","-29.14","My account"
"2024-02-15","Costco","83038419-12a9-40cc-bbb7-0b8211332262","Others member look near month.","-212.20","My account"
"2024-02-15","Udemy","77f6dbc9-537c-4536-9f51-16b5420ce068","Really attorney other mention.","-180.90","My account"
"2024-02-15","Coursera","0aace2f0-21a6-4d57-91ba-d3b1de81c620","Culture center war student necessary be.","-278.10","My account"
"2024-02-15","Bank of Rome","0ea4a773-5822-433b-b475-63e32031253f","Finally grow among chance hair.","-1013.57","My account"
"2024-02-15","LinkedIn Learning","b5d5e2ee-ada2-4765-81b6-fd15a1e27cf1","Hand best think than street despite treat.","-607.58","Our account"
"2024-02-15","Taco Bell","415e9962-e872-416d-9d44-0fdcef08f16c","Lawyer rise actually bad.","-118.59","My account"
"2024-02-15","HBO Max","45828785-08f2-4025-b3ba-7fe370321b17","Too issue good ground thus pressure.","-49.55","Our account"
"2024-02-15","IKEA","5ea15526-3fbf-4e97-8819-2747c398fef1","Word wind television special.","-330.41","My account"
"2024-02-15","Aldi","83269302-9503-4d53-a2c6-65e79befc192","Certain great picture still.","-100.63","My account"
"2024-02-16","LinkedIn Learning","982bbe7b-b6a3-4e50-af32-6fa48266f3fb","Throughout voice draw late later situation.","-791.96","Our account"
"2024-02-16","Aldi","65a2c14c-4cd9-4865-868e-7e1d67ca7081","Tv dinner little state wish out involve west.","-494.34","Our account"
"2024-02-16","Bank of Rome","a03cb634-b9be-4bd1-8bac-c7445a7500ce","Street throw let.","-792.79","Our account"
"2024-02-16","Taco Bell","3c3384bc-7515-4e44-bee2-e82481e8e85a","Sure bank reveal power rise if condition.","-63.31","My account"
"2024-02-17","Amazon Prime","252970e2-bef8-4f8f-b3ea-e58c9eb1e8d4","As thank real serve lot interest certainly save.","-64.20","My account"
"2024-02-17","Target","102159ad-6c09-4058-b7df-03099d65bc67","Vote office property discussion.","-319.19","My account"
"2024-02-17","Target","f0957d25-e4ca-4f5a-85ea-1e004e38f6dd","Community high trip degree light option its.","-80.00","Our account"
"2024-02-17","Walmart","da862ded-81f0-4a9f-aea6-f49bf7bd3943","Start bag work black.","-204.27","My account"
"2024-02-17","HBO Max","da8c0fd4-8fc8-4566-92ed-ece5fd105ebb","Probably central good safe his region.","-46.99","My account"
"2024-02-18","Publix","875e4f13-fbc8-4f43-8db6-b3b19c6c2c54","Official way capital third help school air.","-476.21","Our account"
"2024-02-18","Coursera","62b23fe4-6ab1-4486-aae4-e0fd09d533a4","Partner teacher mouth already.","-572.37","My account"
"2024-02-18","Target","03337e26-d29f-413d-99a1-bd9a2e71b47e","Election list pattern executive perhaps.","-233.55","Our account"
"2024-02-18","Aldi","b23dfe70-4dfb-4dc2-87d3-944be78a8599","Record notice fill one election.","-105.61","My account"
"2024-02-19","Walmart","ccee8e43-8d3e-4bec-851c-fb4244f82706","Husband mission my.","-218.03","My account"
"2024-02-19","LinkedIn Learning","7d924dbe-cf42-49ee-b6d0-d93427085813","Candidate certain ask stand better human produce.","-556.47","Our account"
"2024-02-19","LinkedIn Learning","08319503-8720-4b97-a01c-afca434d08ff","Same difference suggest what.","-674.45","My account"
"2024-02-19","Walgreens","450c6884-92d6-488a-8ea1-7b965c5001fc","Face suddenly suddenly available.","-99.28","Our account"
"2024-02-20","Aldi","dbe44242-005c-4216-9cff-e8be33442db9","Building bed note race themselves nice.","-92.06","Our account"
"2024-02-20","Bank of Rome","95b6cf1f-b9d1-4143-995a-6dc02899eed2","Voice statement million success guy.","-1051.29","My account"
"2024-02-20","Whole Foods","03e94144-1bc6-460e-890c-6a6701c98699","Determine point successful break keep suffer.","-18.02","My account"
"2024-02-21","Kroger","6aa86344-57f5-4656-81f0-bb8727b90ee9","Bring wife plan sometimes.","-127.26","Our account"
"2024-02-21","Hulu","92d4f9d0-1b5c-451c-b4b7-1b1f7cba26be","Sport purpose realize break learn if.","-47.51","My account"
"2024-02-21","Safeway","fff553a0-533c-4bfd-a215-1d868b2a0427","Establish election point like.","-27.25","Our account"
"2024-02-21","Aldi","cf0d8f6a-85cf-4c6b-9430-a5e632fcd69d","Want loss former speech message through.","-66.81","My account"
